order_id,customer_id,order_date,acquisition_channel,order_amount
ORD-003796,CUST-01338,2025-02-01,Affiliate,78.41
ORD-003797,CUST-01338,2025-05-27,Affiliate,83.23
ORD-003798,CUST-01338,2025-02-28,Affiliate,142.89
ORD-003799,CUST-01339,2025-07-26,Paid Search,79.46
ORD-003800,CUST-01339,2025-09-16,Paid Search,54.72
ORD-003801,CUST-01339,2025-07-26,Paid Search,131.85
ORD-003802,CUST-01340,2025-08-08,Paid Search,108.45
ORD-003803,CUST-01340,2025-08-18,Paid Search,124.05
ORD-003804,CUST-01340,2025-09-01,Paid Search,146.66
ORD-003805,CUST-01341,2025-01-07,Paid Search,105.66
ORD-003806,CUST-01341,2025-02-14,Paid Search,125.95
ORD-003807,CUST-01341,2025-08-07,Paid Search,135.53
ORD-003808,CUST-01341,2025-01-22,Paid Search,91.27
ORD-003809,CUST-01342,2025-09-12,Email,89.37
ORD-003810,CUST-01342,2025-10-01,Email,71.1
ORD-003811,CUST-01342,2025-11-11,Email,68.02
ORD-003812,CUST-01343,2025-08-06,Paid Search,80.95
ORD-003813,CUST-01343,2025-11-04,Paid Search,92.95
ORD-003814,CUST-01343,2025-10-02,Paid Search,161.27
ORD-003815,CUST-01344,2025-08-02,Paid Search,79.83
ORD-003816,CUST-01344,2025-08-15,Paid Search,177.87
ORD-003817,CUST-01344,2025-08-16,Paid Search,115.38
ORD-003818,CUST-01345,2025-02-03,Display,59.09
ORD-003819,CUST-01345,2025-02-03,Display,70.27
ORD-003820,CUST-01346,2025-09-17,Paid Search,90.74
ORD-003821,CUST-01346,2025-11-13,Paid Search,131.61
ORD-003822,CUST-01346,2025-10-26,Paid Search,99.8
ORD-003823,CUST-01347,2025-05-26,Display,73.61
ORD-003824,CUST-01348,2025-11-04,Paid Search,90.8
ORD-003825,CUST-01349,2025-11-22,Email,133.15
ORD-003826,CUST-01349,2025-12-29,Email,52.33
ORD-003827,CUST-01349,2025-12-04,Email,103.14
ORD-003828,CUST-01350,2025-10-31,Organic Social,47.66
ORD-003829,CUST-01350,2025-12-20,Organic Social,35.41
ORD-003830,CUST-01351,2025-01-21,Paid Search,100.81
ORD-003831,CUST-01351,2025-02-17,Paid Search,71.77
ORD-003832,CUST-01351,2025-02-14,Paid Search,97.37
ORD-003833,CUST-01352,2025-10-01,Paid Search,103.72
ORD-003834,CUST-01352,2025-10-18,Paid Search,120.23
ORD-003835,CUST-01353,2025-08-21,Affiliate,162.29
ORD-003836,CUST-01353,2025-08-30,Affiliate,140.65
ORD-003837,CUST-01354,2025-07-04,Email,101.11
ORD-003838,CUST-01354,2025-07-24,Email,96.72
ORD-003839,CUST-01354,2025-09-06,Email,90.03
ORD-003840,CUST-01354,2025-08-24,Email,117.02
ORD-003841,CUST-01355,2025-09-14,Paid Social,118.33
ORD-003842,CUST-01356,2025-05-04,Email,54.37
ORD-003843,CUST-01356,2025-06-22,Email,145.28
ORD-003844,CUST-01357,2025-10-30,Paid Search,147.05
ORD-003845,CUST-01358,2025-08-25,Affiliate,87.67
ORD-003846,CUST-01358,2025-09-30,Affiliate,112.54
ORD-003847,CUST-01358,2025-09-16,Affiliate,124.83
ORD-003848,CUST-01359,2025-11-15,Display,93.32
ORD-003849,CUST-01360,2025-05-24,Email,134.03
ORD-003850,CUST-01360,2025-07-02,Email,118.49
ORD-003851,CUST-01361,2025-06-22,Organic Social,73.08
ORD-003852,CUST-01361,2025-07-20,Organic Social,53.84
ORD-003853,CUST-01361,2025-06-24,Organic Social,87.83
ORD-003854,CUST-01362,2025-03-08,Email,94.85
ORD-003855,CUST-01362,2025-03-08,Email,89.46
ORD-003856,CUST-01363,2025-05-12,Paid Social,83.33
ORD-003857,CUST-01363,2025-05-14,Paid Social,76.23
ORD-003858,CUST-01363,2025-06-17,Paid Social,84.75
ORD-003859,CUST-01363,2025-06-05,Paid Social,93.08
ORD-003860,CUST-01363,2025-07-19,Paid Social,73.7
ORD-003861,CUST-01364,2025-08-19,Organic Social,69.46
ORD-003862,CUST-01364,2025-10-11,Organic Social,69.3
ORD-003863,CUST-01364,2025-11-15,Organic Social,87.22
ORD-003864,CUST-01364,2025-12-23,Organic Social,98.74
ORD-003865,CUST-01365,2025-07-18,Paid Search,82.57
ORD-003866,CUST-01365,2025-07-31,Paid Search,161.62
ORD-003867,CUST-01365,2025-10-17,Paid Search,167.78
ORD-003868,CUST-01366,2025-09-05,Paid Search,83.55
ORD-003869,CUST-01366,2025-10-09,Paid Search,44.48
ORD-003870,CUST-01367,2025-04-22,Paid Search,110.33
ORD-003871,CUST-01367,2025-05-13,Paid Search,150.88
ORD-003872,CUST-01367,2025-05-12,Paid Search,87.86
ORD-003873,CUST-01368,2025-06-13,Organic Social,68.19
ORD-003874,CUST-01369,2025-06-20,Email,98.14
ORD-003875,CUST-01369,2025-10-24,Email,89.13
ORD-003876,CUST-01369,2025-09-14,Email,130.76
ORD-003877,CUST-01370,2025-07-07,Paid Social,93.26
ORD-003878,CUST-01370,2025-09-20,Paid Social,78.01
ORD-003879,CUST-01371,2025-02-23,Paid Search,100.74
ORD-003880,CUST-01371,2025-04-04,Paid Search,54.12
ORD-003881,CUST-01371,2025-07-03,Paid Search,111.27
ORD-003882,CUST-01371,2025-05-06,Paid Search,105.24
ORD-003883,CUST-01372,2025-04-23,Paid Search,95.52
ORD-003884,CUST-01373,2025-04-28,Paid Search,112.34
ORD-003885,CUST-01373,2025-05-31,Paid Search,170.18
ORD-003886,CUST-01374,2025-01-25,Organic Social,79.61
ORD-003887,CUST-01374,2025-01-31,Organic Social,59.39
ORD-003888,CUST-01375,2025-02-04,Display,61.22
ORD-003889,CUST-01375,2025-03-23,Display,104.03
ORD-003890,CUST-01375,2025-04-06,Display,60.3
ORD-003891,CUST-01375,2025-05-17,Display,65.16
ORD-003892,CUST-01376,2025-08-12,Organic Social,73.31
ORD-003893,CUST-01376,2025-10-08,Organic Social,91.47
ORD-003894,CUST-01376,2025-09-07,Organic Social,75.43
ORD-003895,CUST-01377,2025-03-30,Paid Social,78.46
ORD-003896,CUST-01377,2025-04-26,Paid Social,57.47
ORD-003897,CUST-01377,2025-09-12,Paid Social,76.88
ORD-003898,CUST-01377,2025-10-18,Paid Social,79.28
ORD-003899,CUST-01378,2025-08-10,Email,95.88
ORD-003900,CUST-01378,2025-11-20,Email,55.34
ORD-003901,CUST-01379,2025-04-13,Paid Social,71.91
ORD-003902,CUST-01379,2025-05-03,Paid Social,91.76
ORD-003903,CUST-01380,2025-03-12,Affiliate,92.64
ORD-003904,CUST-01380,2025-04-03,Affiliate,98.95
ORD-003905,CUST-01381,2025-11-03,Organic Social,51.29
ORD-003906,CUST-01381,2025-12-11,Organic Social,103.96
ORD-003907,CUST-01382,2025-08-06,Organic Social,51.48
ORD-003908,CUST-01382,2025-09-05,Organic Social,42.13
ORD-003909,CUST-01382,2025-08-19,Organic Social,106.91
ORD-003910,CUST-01382,2025-10-30,Organic Social,85.78
ORD-003911,CUST-01382,2025-09-20,Organic Social,67.5
ORD-003912,CUST-01383,2025-05-04,Email,59.97
ORD-003913,CUST-01384,2025-03-03,Paid Search,134.62
ORD-003914,CUST-01384,2025-03-07,Paid Search,71.82
ORD-003915,CUST-01384,2025-08-14,Paid Search,76.55
ORD-003916,CUST-01384,2025-03-03,Paid Search,111.63
ORD-003917,CUST-01384,2025-04-10,Paid Search,92.17
ORD-003918,CUST-01385,2025-05-03,Email,98.88
ORD-003919,CUST-01385,2025-06-23,Email,111.94
ORD-003920,CUST-01386,2025-03-11,Paid Search,125.27
ORD-003921,CUST-01386,2025-03-28,Paid Search,129.23
ORD-003922,CUST-01387,2025-10-20,Paid Search,119.53
ORD-003923,CUST-01387,2025-10-25,Paid Search,103.16
ORD-003924,CUST-01387,2025-12-22,Paid Search,100.18
ORD-003925,CUST-01388,2025-06-30,Paid Search,55.69
ORD-003926,CUST-01388,2025-07-13,Paid Search,102.8
ORD-003927,CUST-01388,2025-08-15,Paid Search,134.02
ORD-003928,CUST-01388,2025-07-19,Paid Search,70.71
ORD-003929,CUST-01389,2025-06-02,Paid Social,73.82
ORD-003930,CUST-01389,2025-06-04,Paid Social,101.22
ORD-003931,CUST-01389,2025-10-18,Paid Social,79.81
ORD-003932,CUST-01390,2025-03-09,Email,65.12
ORD-003933,CUST-01391,2025-10-29,Paid Social,61.0
ORD-003934,CUST-01391,2025-11-18,Paid Social,126.48
ORD-003935,CUST-01391,2025-10-30,Paid Social,87.89
ORD-003936,CUST-01392,2025-09-06,Paid Social,66.64
ORD-003937,CUST-01392,2025-11-18,Paid Social,87.99
ORD-003938,CUST-01392,2025-10-31,Paid Social,109.61
ORD-003939,CUST-01393,2025-08-24,Paid Search,59.94
ORD-003940,CUST-01393,2025-09-07,Paid Search,67.61
ORD-003941,CUST-01393,2025-09-21,Paid Search,102.76
ORD-003942,CUST-01394,2025-06-13,Email,81.41
ORD-003943,CUST-01394,2025-06-23,Email,92.08
ORD-003944,CUST-01394,2025-10-14,Email,74.25
ORD-003945,CUST-01395,2025-08-01,Email,89.24
ORD-003946,CUST-01395,2025-08-07,Email,56.9
ORD-003947,CUST-01395,2025-09-12,Email,148.91
ORD-003948,CUST-01396,2025-07-17,Paid Search,89.07
ORD-003949,CUST-01396,2025-08-06,Paid Search,128.32
ORD-003950,CUST-01397,2025-10-28,Affiliate,165.46
ORD-003951,CUST-01398,2025-04-07,Email,119.71
ORD-003952,CUST-01398,2025-05-30,Email,128.9
ORD-003953,CUST-01398,2025-08-14,Email,91.8
ORD-003954,CUST-01399,2025-06-17,Paid Social,83.86
ORD-003955,CUST-01400,2025-01-06,Email,56.26
ORD-003956,CUST-01400,2025-02-11,Email,100.08
ORD-003957,CUST-01400,2025-08-06,Email,126.24
ORD-003958,CUST-01400,2025-03-19,Email,46.19
ORD-003959,CUST-01401,2025-11-26,Paid Social,87.76
ORD-003960,CUST-01401,2025-12-11,Paid Social,94.79
ORD-003961,CUST-01401,2025-12-05,Paid Social,95.9
ORD-003962,CUST-01402,2025-09-28,Paid Search,58.2
ORD-003963,CUST-01402,2025-09-28,Paid Search,82.84
ORD-003964,CUST-01402,2025-10-07,Paid Search,112.49
ORD-003965,CUST-01403,2025-10-31,Display,94.37
ORD-003966,CUST-01403,2025-11-06,Display,51.84
ORD-003967,CUST-01404,2025-09-26,Paid Social,64.12
ORD-003968,CUST-01404,2025-10-31,Paid Social,39.35
ORD-003969,CUST-01404,2025-11-04,Paid Social,93.9
ORD-003970,CUST-01404,2025-09-27,Paid Social,70.38
ORD-003971,CUST-01404,2025-11-19,Paid Social,69.13
ORD-003972,CUST-01405,2025-04-12,Paid Search,135.39
ORD-003973,CUST-01405,2025-06-22,Paid Search,67.69
ORD-003974,CUST-01405,2025-10-14,Paid Search,71.5
ORD-003975,CUST-01406,2025-03-15,Display,72.55
ORD-003976,CUST-01406,2025-04-10,Display,88.63
ORD-003977,CUST-01406,2025-05-25,Display,99.24
ORD-003978,CUST-01406,2025-10-03,Display,104.27
ORD-003979,CUST-01406,2025-07-20,Display,46.44
ORD-003980,CUST-01407,2025-04-17,Display,63.07
ORD-003981,CUST-01407,2025-08-01,Display,118.64
ORD-003982,CUST-01407,2025-04-25,Display,66.72
ORD-003983,CUST-01407,2025-06-02,Display,75.93
ORD-003984,CUST-01408,2025-02-13,Paid Search,96.18
ORD-003985,CUST-01408,2025-03-09,Paid Search,55.55
ORD-003986,CUST-01408,2025-03-11,Paid Search,162.67
ORD-003987,CUST-01408,2025-03-12,Paid Search,108.1
ORD-003988,CUST-01408,2025-12-17,Paid Search,139.34
ORD-003989,CUST-01408,2025-03-19,Paid Search,99.3
ORD-003990,CUST-01409,2025-05-29,Affiliate,121.32
ORD-003991,CUST-01409,2025-07-14,Affiliate,126.44
ORD-003992,CUST-01410,2025-05-11,Paid Social,109.42
ORD-003993,CUST-01410,2025-05-22,Paid Social,60.87
ORD-003994,CUST-01410,2025-09-20,Paid Social,82.99
ORD-003995,CUST-01410,2025-07-12,Paid Social,63.68
ORD-003996,CUST-01410,2025-07-29,Paid Social,91.41
ORD-003997,CUST-01411,2025-03-08,Paid Search,65.97
ORD-003998,CUST-01411,2025-06-16,Paid Search,152.34
ORD-003999,CUST-01411,2025-06-18,Paid Search,155.57
ORD-004000,CUST-01412,2025-03-06,Email,51.27
ORD-004001,CUST-01412,2025-03-21,Email,117.86
ORD-004002,CUST-01412,2025-06-21,Email,96.29
ORD-004003,CUST-01413,2025-04-03,Email,61.35
ORD-004004,CUST-01413,2025-04-12,Email,76.56
ORD-004005,CUST-01413,2025-05-30,Email,159.6
ORD-004006,CUST-01414,2025-09-20,Paid Search,89.31
ORD-004007,CUST-01414,2025-10-14,Paid Search,101.45
ORD-004008,CUST-01415,2025-04-02,Affiliate,121.5
ORD-004009,CUST-01415,2025-05-03,Affiliate,128.37
ORD-004010,CUST-01415,2025-07-31,Affiliate,139.72
ORD-004011,CUST-01416,2025-02-10,Affiliate,106.08
ORD-004012,CUST-01416,2025-03-29,Affiliate,130.53
ORD-004013,CUST-01417,2025-04-25,Affiliate,54.56
ORD-004014,CUST-01417,2025-07-20,Affiliate,59.09
ORD-004015,CUST-01417,2025-07-26,Affiliate,81.87
ORD-004016,CUST-01418,2025-11-08,Paid Social,112.93
ORD-004017,CUST-01418,2025-11-10,Paid Social,57.77
ORD-004018,CUST-01418,2025-11-28,Paid Social,106.45
ORD-004019,CUST-01419,2025-06-03,Affiliate,104.57
ORD-004020,CUST-01419,2025-06-23,Affiliate,71.2
ORD-004021,CUST-01420,2025-09-08,Affiliate,52.29
ORD-004022,CUST-01421,2025-06-30,Organic Social,76.66
ORD-004023,CUST-01421,2025-07-05,Organic Social,51.6
ORD-004024,CUST-01422,2025-04-09,Organic Social,58.86
ORD-004025,CUST-01422,2025-05-07,Organic Social,28.77
ORD-004026,CUST-01422,2025-05-13,Organic Social,64.62
ORD-004027,CUST-01422,2025-06-27,Organic Social,96.62
ORD-004028,CUST-01422,2025-11-26,Organic Social,51.82
ORD-004029,CUST-01423,2025-07-08,Paid Social,88.75
ORD-004030,CUST-01424,2025-05-27,Paid Search,61.05
ORD-004031,CUST-01424,2025-09-26,Paid Search,100.28
ORD-004032,CUST-01424,2025-08-24,Paid Search,60.59
ORD-004033,CUST-01424,2025-10-27,Paid Search,55.56
ORD-004034,CUST-01425,2025-05-07,Paid Search,139.59
ORD-004035,CUST-01425,2025-05-15,Paid Search,112.2
ORD-004036,CUST-01426,2025-08-18,Paid Social,67.92
ORD-004037,CUST-01426,2025-10-10,Paid Social,77.65
ORD-004038,CUST-01427,2025-09-18,Affiliate,99.18
ORD-004039,CUST-01427,2025-10-05,Affiliate,140.15
ORD-004040,CUST-01427,2025-10-21,Affiliate,141.73
ORD-004041,CUST-01427,2025-11-11,Affiliate,87.0
ORD-004042,CUST-01428,2025-01-14,Display,117.72
ORD-004043,CUST-01428,2025-02-01,Display,86.09
ORD-004044,CUST-01428,2025-01-17,Display,101.65
ORD-004045,CUST-01428,2025-02-23,Display,111.7
ORD-004046,CUST-01428,2025-01-31,Display,81.52
ORD-004047,CUST-01428,2025-12-06,Display,98.02
ORD-004048,CUST-01428,2025-05-12,Display,115.46
ORD-004049,CUST-01429,2025-01-08,Affiliate,118.1
ORD-004050,CUST-01429,2025-02-23,Affiliate,61.87
ORD-004051,CUST-01429,2025-02-03,Affiliate,161.09
ORD-004052,CUST-01430,2025-01-13,Paid Social,57.22
ORD-004053,CUST-01430,2025-01-31,Paid Social,136.04
ORD-004054,CUST-01431,2025-09-20,Paid Search,65.67
ORD-004055,CUST-01432,2025-05-30,Paid Search,116.03
ORD-004056,CUST-01432,2025-06-26,Paid Search,84.84
ORD-004057,CUST-01432,2025-08-23,Paid Search,116.38
ORD-004058,CUST-01432,2025-09-07,Paid Search,139.87
ORD-004059,CUST-01432,2025-08-03,Paid Search,101.35
ORD-004060,CUST-01433,2025-05-20,Email,81.87
ORD-004061,CUST-01433,2025-05-26,Email,105.86
ORD-004062,CUST-01433,2025-05-20,Email,61.24
ORD-004063,CUST-01434,2025-10-18,Affiliate,116.0
ORD-004064,CUST-01434,2025-10-31,Affiliate,120.19
ORD-004065,CUST-01435,2025-09-20,Affiliate,97.73
ORD-004066,CUST-01435,2025-11-01,Affiliate,123.49
ORD-004067,CUST-01435,2025-10-18,Affiliate,88.41
ORD-004068,CUST-01435,2025-11-02,Affiliate,66.89
ORD-004069,CUST-01436,2025-08-11,Paid Social,109.69
ORD-004070,CUST-01437,2025-06-03,Organic Social,85.34
ORD-004071,CUST-01437,2025-06-04,Organic Social,60.65
ORD-004072,CUST-01438,2025-07-19,Paid Search,124.62
ORD-004073,CUST-01438,2025-08-15,Paid Search,75.06
ORD-004074,CUST-01438,2025-10-02,Paid Search,94.86
ORD-004075,CUST-01439,2025-01-06,Paid Social,37.27
ORD-004076,CUST-01439,2025-01-10,Paid Social,129.95
ORD-004077,CUST-01439,2025-01-27,Paid Social,73.92
ORD-004078,CUST-01439,2025-07-30,Paid Social,84.16
ORD-004079,CUST-01440,2025-03-04,Paid Search,118.44
ORD-004080,CUST-01440,2025-03-29,Paid Search,121.42
ORD-004081,CUST-01440,2025-04-14,Paid Search,124.97
ORD-004082,CUST-01441,2025-05-05,Paid Search,68.05
ORD-004083,CUST-01441,2025-07-18,Paid Search,79.6
ORD-004084,CUST-01441,2025-05-24,Paid Search,113.98
ORD-004085,CUST-01441,2025-07-09,Paid Search,101.99
ORD-004086,CUST-01442,2025-08-03,Organic Social,63.93
ORD-004087,CUST-01442,2025-09-14,Organic Social,63.31
ORD-004088,CUST-01442,2025-08-12,Organic Social,70.54
ORD-004089,CUST-01442,2025-12-08,Organic Social,83.79
ORD-004090,CUST-01442,2025-10-04,Organic Social,78.41
ORD-004091,CUST-01442,2025-08-22,Organic Social,91.88
ORD-004092,CUST-01443,2025-03-25,Affiliate,170.49
ORD-004093,CUST-01443,2025-03-25,Affiliate,73.15
ORD-004094,CUST-01443,2025-05-04,Affiliate,63.64
ORD-004095,CUST-01444,2025-10-15,Paid Search,88.68
ORD-004096,CUST-01444,2025-11-13,Paid Search,136.43
ORD-004097,CUST-01445,2025-10-31,Paid Search,71.37
ORD-004098,CUST-01445,2025-11-12,Paid Search,89.27
ORD-004099,CUST-01445,2025-11-24,Paid Search,68.83
ORD-004100,CUST-01445,2025-11-03,Paid Search,133.43
ORD-004101,CUST-01445,2025-12-05,Paid Search,129.83
ORD-004102,CUST-01446,2025-02-21,Paid Search,98.96
ORD-004103,CUST-01446,2025-03-26,Paid Search,64.39
ORD-004104,CUST-01447,2025-03-29,Paid Search,115.02
ORD-004105,CUST-01447,2025-04-12,Paid Search,76.76
ORD-004106,CUST-01448,2025-04-10,Display,52.93
ORD-004107,CUST-01448,2025-04-13,Display,53.02
ORD-004108,CUST-01448,2025-04-18,Display,60.08
ORD-004109,CUST-01449,2025-06-01,Email,49.53
ORD-004110,CUST-01449,2025-06-15,Email,100.61
ORD-004111,CUST-01449,2025-06-04,Email,107.28
ORD-004112,CUST-01449,2025-07-13,Email,96.82
ORD-004113,CUST-01449,2025-10-19,Email,147.94
ORD-004114,CUST-01450,2025-04-05,Paid Social,81.01
ORD-004115,CUST-01451,2025-10-28,Paid Search,113.15
ORD-004116,CUST-01451,2025-11-12,Paid Search,73.53
ORD-004117,CUST-01452,2025-07-21,Paid Search,68.78
ORD-004118,CUST-01452,2025-12-29,Paid Search,127.68
ORD-004119,CUST-01452,2025-08-17,Paid Search,107.87
ORD-004120,CUST-01452,2025-09-18,Paid Search,61.0
ORD-004121,CUST-01453,2025-01-09,Paid Social,80.58
ORD-004122,CUST-01453,2025-02-01,Paid Social,87.89
ORD-004123,CUST-01454,2025-08-02,Affiliate,113.31
ORD-004124,CUST-01454,2025-08-11,Affiliate,111.34
ORD-004125,CUST-01455,2025-07-24,Organic Social,52.1
ORD-004126,CUST-01455,2025-07-24,Organic Social,30.97
ORD-004127,CUST-01455,2025-09-24,Organic Social,48.4
ORD-004128,CUST-01456,2025-07-26,Paid Search,109.99
ORD-004129,CUST-01456,2025-08-23,Paid Search,153.88
ORD-004130,CUST-01456,2025-09-16,Paid Search,141.87
ORD-004131,CUST-01457,2025-06-04,Paid Social,96.32
ORD-004132,CUST-01457,2025-11-06,Paid Social,98.6
ORD-004133,CUST-01458,2025-01-21,Paid Search,76.24
ORD-004134,CUST-01458,2025-04-04,Paid Search,132.3
ORD-004135,CUST-01458,2025-05-17,Paid Search,81.19
ORD-004136,CUST-01458,2025-11-13,Paid Search,71.5
ORD-004137,CUST-01458,2025-07-04,Paid Search,123.6
ORD-004138,CUST-01459,2025-04-21,Paid Search,91.44
ORD-004139,CUST-01459,2025-05-31,Paid Search,113.19
ORD-004140,CUST-01459,2025-05-05,Paid Search,73.72
ORD-004141,CUST-01459,2025-08-01,Paid Search,55.53
ORD-004142,CUST-01459,2025-06-26,Paid Search,153.45
ORD-004143,CUST-01460,2025-06-20,Paid Search,71.03
ORD-004144,CUST-01460,2025-06-20,Paid Search,77.57
ORD-004145,CUST-01460,2025-07-05,Paid Search,94.77
ORD-004146,CUST-01461,2025-03-31,Organic Social,91.86
ORD-004147,CUST-01461,2025-05-22,Organic Social,79.61
ORD-004148,CUST-01461,2025-08-21,Organic Social,62.29
ORD-004149,CUST-01461,2025-11-12,Organic Social,59.58
ORD-004150,CUST-01462,2025-06-18,Affiliate,135.44
ORD-004151,CUST-01462,2025-06-24,Affiliate,93.63
ORD-004152,CUST-01463,2025-10-13,Paid Search,97.33
ORD-004153,CUST-01463,2025-10-22,Paid Search,97.88
ORD-004154,CUST-01464,2025-06-07,Paid Social,84.76
ORD-004155,CUST-01465,2025-02-21,Paid Social,94.38
ORD-004156,CUST-01465,2025-05-09,Paid Social,48.52
ORD-004157,CUST-01465,2025-03-01,Paid Social,101.69
ORD-004158,CUST-01465,2025-07-05,Paid Social,109.0
ORD-004159,CUST-01466,2025-02-21,Paid Search,73.9
ORD-004160,CUST-01466,2025-03-02,Paid Search,83.64
ORD-004161,CUST-01467,2025-10-15,Email,110.41
ORD-004162,CUST-01467,2025-12-08,Email,122.35
ORD-004163,CUST-01467,2025-11-21,Email,71.79
ORD-004164,CUST-01468,2025-02-26,Email,86.63
ORD-004165,CUST-01468,2025-06-30,Email,59.52
ORD-004166,CUST-01469,2025-08-08,Paid Social,93.38
ORD-004167,CUST-01469,2025-10-28,Paid Social,74.81
ORD-004168,CUST-01469,2025-08-25,Paid Social,60.15
ORD-004169,CUST-01469,2025-08-23,Paid Social,89.95
ORD-004170,CUST-01470,2025-03-22,Affiliate,67.0
ORD-004171,CUST-01471,2025-05-11,Email,92.09
ORD-004172,CUST-01471,2025-05-16,Email,113.72
ORD-004173,CUST-01472,2025-01-16,Paid Search,81.53
ORD-004174,CUST-01472,2025-03-24,Paid Search,76.64
ORD-004175,CUST-01473,2025-01-13,Paid Social,81.01
ORD-004176,CUST-01473,2025-03-13,Paid Social,66.52
ORD-004177,CUST-01474,2025-09-14,Paid Search,90.66
ORD-004178,CUST-01474,2025-10-23,Paid Search,120.17
ORD-004179,CUST-01474,2025-09-21,Paid Search,91.35
ORD-004180,CUST-01475,2025-05-05,Email,127.29
ORD-004181,CUST-01475,2025-06-11,Email,54.64
ORD-004182,CUST-01475,2025-06-01,Email,110.24
ORD-004183,CUST-01475,2025-05-12,Email,88.58
ORD-004184,CUST-01476,2025-06-14,Email,57.21
ORD-004185,CUST-01476,2025-06-17,Email,63.6
ORD-004186,CUST-01476,2025-06-17,Email,78.94
ORD-004187,CUST-01476,2025-12-22,Email,58.52
ORD-004188,CUST-01477,2025-10-06,Affiliate,116.95
ORD-004189,CUST-01477,2025-10-31,Affiliate,128.54
ORD-004190,CUST-01477,2025-10-25,Affiliate,151.32
ORD-004191,CUST-01477,2025-10-12,Affiliate,77.02
ORD-004192,CUST-01478,2025-01-28,Affiliate,70.27
ORD-004193,CUST-01478,2025-01-30,Affiliate,91.45
ORD-004194,CUST-01479,2025-09-18,Affiliate,97.34
ORD-004195,CUST-01479,2025-10-02,Affiliate,113.7
ORD-004196,CUST-01480,2025-04-19,Email,64.47
ORD-004197,CUST-01481,2025-02-13,Email,50.24
ORD-004198,CUST-01481,2025-04-14,Email,74.64
ORD-004199,CUST-01481,2025-05-05,Email,49.4
ORD-004200,CUST-01481,2025-03-16,Email,110.61
ORD-004201,CUST-01482,2025-03-03,Affiliate,176.66
ORD-004202,CUST-01482,2025-03-17,Affiliate,97.82
ORD-004203,CUST-01482,2025-03-07,Affiliate,92.9
ORD-004204,CUST-01483,2025-01-09,Paid Search,133.35
ORD-004205,CUST-01483,2025-02-09,Paid Search,99.75
ORD-004206,CUST-01483,2025-04-04,Paid Search,152.79
ORD-004207,CUST-01483,2025-05-30,Paid Search,122.18
ORD-004208,CUST-01484,2025-01-16,Paid Social,48.29
ORD-004209,CUST-01484,2025-04-03,Paid Social,122.57
ORD-004210,CUST-01484,2025-02-24,Paid Social,40.37
ORD-004211,CUST-01484,2025-05-19,Paid Social,80.27
ORD-004212,CUST-01485,2025-06-08,Paid Search,69.75
ORD-004213,CUST-01485,2025-06-17,Paid Search,111.76
ORD-004214,CUST-01485,2025-06-19,Paid Search,92.43
ORD-004215,CUST-01486,2025-01-17,Paid Social,99.42
ORD-004216,CUST-01486,2025-04-19,Paid Social,53.65
ORD-004217,CUST-01487,2025-08-20,Affiliate,90.33
ORD-004218,CUST-01487,2025-12-30,Affiliate,118.41
ORD-004219,CUST-01488,2025-03-12,Paid Search,128.69
ORD-004220,CUST-01488,2025-03-13,Paid Search,78.75
ORD-004221,CUST-01489,2025-09-10,Display,58.03
ORD-004222,CUST-01489,2025-09-10,Display,46.51
ORD-004223,CUST-01490,2025-01-06,Paid Social,84.09
ORD-004224,CUST-01490,2025-04-02,Paid Social,59.92
ORD-004225,CUST-01490,2025-07-07,Paid Social,90.51
ORD-004226,CUST-01490,2025-01-19,Paid Social,82.14
ORD-004227,CUST-01491,2025-04-04,Organic Social,70.94
ORD-004228,CUST-01491,2025-04-21,Organic Social,78.63
ORD-004229,CUST-01491,2025-04-19,Organic Social,73.35
ORD-004230,CUST-01491,2025-05-26,Organic Social,71.31
ORD-004231,CUST-01492,2025-02-06,Email,61.26
ORD-004232,CUST-01492,2025-02-07,Email,124.13
ORD-004233,CUST-01492,2025-06-01,Email,101.27
ORD-004234,CUST-01492,2025-12-12,Email,162.81
ORD-004235,CUST-01493,2025-03-11,Organic Social,59.65
ORD-004236,CUST-01493,2025-04-23,Organic Social,47.97
ORD-004237,CUST-01494,2025-01-03,Paid Search,127.5
ORD-004238,CUST-01494,2025-01-30,Paid Search,129.42
ORD-004239,CUST-01494,2025-05-08,Paid Search,126.01
ORD-004240,CUST-01495,2025-09-13,Organic Social,112.68
ORD-004241,CUST-01495,2025-09-23,Organic Social,60.16
ORD-004242,CUST-01495,2025-10-16,Organic Social,68.76
ORD-004243,CUST-01495,2025-11-16,Organic Social,63.37
ORD-004244,CUST-01496,2025-03-14,Paid Social,58.65
ORD-004245,CUST-01496,2025-05-15,Paid Social,105.08
ORD-004246,CUST-01496,2025-03-23,Paid Social,124.67
ORD-004247,CUST-01496,2025-03-31,Paid Social,70.83
ORD-004248,CUST-01497,2025-01-23,Email,86.85
ORD-004249,CUST-01497,2025-05-24,Email,65.05
ORD-004250,CUST-01497,2025-03-22,Email,130.29
ORD-004251,CUST-01498,2025-01-23,Paid Search,135.1
ORD-004252,CUST-01499,2025-07-14,Display,36.77
ORD-004253,CUST-01499,2025-07-18,Display,83.15
ORD-004254,CUST-01499,2025-07-30,Display,89.94
ORD-004255,CUST-01499,2025-12-20,Display,53.31
ORD-004256,CUST-01499,2025-08-03,Display,81.39
