"date","campaign_id","channel","impressions","clicks","spend","spend_estimated","conversions","revenue"
"2025-05-04","CMP-1010","Email",888,27,3.98,False,2,175.9
"2025-04-22","CMP-1010","Email",978,61,4.07,False,7,632.79
"2025-05-06","CMP-1010","Email",1855,59,3.17,False,5,538.48
"2025-03-14","CMP-1010","Email",1208,22,3.21,False,2,249.27
"2025-03-25","CMP-1010","Email",732,34,3.43,False,1,57.77
"2025-05-15","CMP-1010","Email",1262,28,1.87,False,2,212.24
"2025-03-29","CMP-1010","Email",784,14,2.61,False,1,102.7
"2025-04-24","CMP-1010","Email",1497,63,10.84,False,5,458.76
"2025-06-19","CMP-1010","Email",1264,37,7.03,False,1,62.07
"2025-05-19","CMP-1010","Email",838,42,2.37,False,1,64.73
"2025-03-17","CMP-1010","Email",1738,60,6.79,False,9,891.67
"2025-06-13","CMP-1010","Email",1275,18,1.81,False,2,140.88
"2025-04-12","CMP-1010","Email",781,34,2.95,False,3,266.79
"2025-06-28","CMP-1010","Email",811,19,3.78,False,1,81.61
"2025-05-12","CMP-1010","Email",1423,52,4.65,False,2,141.29
"2025-06-20","CMP-1010","Email",1295,36,5.72,False,4,462.17
"2025-04-14","CMP-1010","Email",909,18,2.77,False,3,263.13
"2025-03-04","CMP-1010","Email",752,32,4.41,False,3,168.71
"2025-05-17","CMP-1010","Email",944,23,1.89,False,1,98.97
"2025-04-10","CMP-1010","Email",1256,52,6.14,False,2,229.72
"2025-06-21","CMP-1010","Email",746,42,4.61,False,3,216.28
"2025-04-16","CMP-1010","Email",1159,42,2.53,False,2,144.59
"2025-05-03","CMP-1010","Email",809,23,2.84,False,1,107.38
"2025-05-28","CMP-1010","Email",1358,49,9.6,False,1,104.8
"2025-06-11","CMP-1010","Email",1155,39,3.82,False,4,289.24
"2025-06-07","CMP-1010","Email",716,32,2.08,False,2,268.53
"2025-06-01","CMP-1010","Email",1009,28,3.19,False,3,301.99
"2025-05-26","CMP-1010","Email",796,18,3.1,False,1,98.03
"2025-05-14","CMP-1010","Email",1445,61,8.04,False,4,553.3
"2025-06-15","CMP-1010","Email",737,23,1.47,False,1,125.31
"2025-06-22","CMP-1010","Email",949,14,2.38,False,0,0.0
"2025-05-23","CMP-1010","Email",1721,60,10.55,False,3,328.88
"2025-06-05","CMP-1010","Email",1137,37,6.91,False,4,441.96
"2025-06-23","CMP-1010","Email",1517,48,6.84,False,4,487.93
"2025-05-05","CMP-1010","Email",1023,25,1.36,False,4,468.37
"2025-03-18","CMP-1010","Email",1135,44,4.06,False,2,162.9
"2025-04-29","CMP-1010","Email",1179,43,4.5,False,4,334.33
"2025-06-06","CMP-1010","Email",1350,44,7.11,False,2,209.33
"2025-05-10","CMP-1010","Email",1009,28,4.27,False,1,116.14
"2025-06-10","CMP-1010","Email",1205,35,6.65,False,4,410.23
"2025-04-04","CMP-1010","Email",741,14,1.88,False,3,188.42
"2025-03-05","CMP-1010","Email",1153,40,6.59,False,3,389.61
"2025-06-09","CMP-1010","Email",899,20,2.98,False,2,220.64
"2025-03-21","CMP-1010","Email",1398,56,10.99,False,4,331.68
"2025-04-07","CMP-1010","Email",1050,33,4.03,False,1,100.41
"2025-04-15","CMP-1010","Email",1182,31,1.9,False,2,125.95
"2025-06-02","CMP-1010","Email",1033,19,1.43,False,0,0.0
"2025-05-07","CMP-1010","Email",1104,31,5.74,False,2,177.08
"2025-06-18","CMP-1010","Email",1701,37,5.01,False,2,201.26
"2025-06-14","CMP-1010","Email",973,42,6.63,False,3,340.55
"2025-03-06","CMP-1010","Email",1338,44,5.07,False,1,62.87
"2025-05-20","CMP-1010","Email",1645,42,4.87,False,4,467.81
"2025-05-11","CMP-1010","Email",1187,33,6.47,False,3,297.19
"2025-04-20","CMP-1010","Email",863,27,2.57,False,2,167.9
"2025-03-15","CMP-1010","Email",764,26,4.02,False,5,469.4
"2025-06-04","CMP-1010","Email",1183,40,2.5,False,6,545.64
"2025-05-08","CMP-1010","Email",952,39,7.39,False,4,307.19
"2025-06-27","CMP-1010","Email",1108,47,8.22,False,3,237.67
"2025-03-28","CMP-1010","Email",921,28,4.12,False,2,222.53
"2025-04-06","CMP-1010","Email",1192,22,2.53,False,2,161.27
"2025-04-18","CMP-1010","Email",1522,18,3.03,False,1,98.11
"2025-03-30","CMP-1010","Email",663,15,2.08,False,0,0.0
"2025-05-16","CMP-1010","Email",1206,26,3.77,False,2,182.84
"2025-05-01","CMP-1010","Email",1714,54,6.96,False,0,0.0
"2025-05-21","CMP-1010","Email",1502,14,1.4,False,2,130.75
"2025-04-13","CMP-1010","Email",724,36,5.37,False,4,373.15
"2025-06-29","CMP-1010","Email",876,14,1.82,False,1,107.72
"2025-03-22","CMP-1010","Email",461,12,1.76,False,3,322.47
"2025-06-02","CMP-1011","Email",6179,248,27.2,False,12,1443.06
"2025-04-24","CMP-1011","Email",6273,242,13.66,False,14,1631.99
"2025-03-17","CMP-1011","Email",5728,243,30.05,False,10,852.16
"2025-06-05","CMP-1011","Email",5235,98,11.57,False,6,543.99
"2025-03-13","CMP-1011","Email",4542,184,15.21,False,11,711.81
"2025-02-20","CMP-1011","Email",2811,79,8.24,False,5,468.25
"2025-03-27","CMP-1011","Email",3903,137,15.87,False,6,748.11
"2025-03-15","CMP-1011","Email",3857,131,13.54,False,18,1939.99
"2025-03-12","CMP-1011","Email",5866,105,15.13,False,8,613.46
"2025-05-27","CMP-1011","Email",4714,138,21.94,False,10,1142.88
"2025-04-10","CMP-1011","Email",6873,201,22.42,False,5,607.67
"2025-02-11","CMP-1011","Email",5632,172,32.66,False,21,1629.71
"2025-04-19","CMP-1011","Email",4405,158,21.88,False,4,484.54
"2025-05-29","CMP-1011","Email",4207,153,25.48,False,15,1890.41
"2025-03-28","CMP-1011","Email",5773,147,26.12,False,5,460.62
"2025-01-25","CMP-1011","Email",3916,111,10.04,False,7,766.42
"2025-04-25","CMP-1011","Email",4652,164,26.72,True,9,870.93
"2025-06-12","CMP-1011","Email",5636,257,15.59,False,10,643.47
"2025-04-29","CMP-1011","Email",6231,231,26.52,False,20,1396.54
"2025-02-04","CMP-1011","Email",5814,187,26.72,True,11,845.08
"2025-03-23","CMP-1011","Email",3178,94,18.3,False,6,660.09
"2025-04-22","CMP-1011","Email",4804,119,13.24,False,11,1032.95
"2025-06-04","CMP-1011","Email",6432,193,30.3,False,9,1120.05
"2025-01-18","CMP-1011","Email",5663,156,26.99,False,5,579.14
"2025-01-23","CMP-1011","Email",5581,213,28.14,False,5,361.27
"2025-05-19","CMP-1011","Email",4921,198,28.19,False,17,1320.56
"2025-06-06","CMP-1011","Email",6338,150,15.7,False,6,540.76
"2025-01-15","CMP-1011","Email",5541,113,12.12,False,1,107.04
"2025-02-28","CMP-1011","Email",5710,171,23.96,False,13,1515.99
"2025-05-10","CMP-1011","Email",3569,127,10.64,False,7,545.95
"2025-02-27","CMP-1011","Email",6676,189,26.21,False,17,1396.42
"2025-01-31","CMP-1011","Email",4247,164,26.73,False,11,1121.7
"2025-02-18","CMP-1011","Email",3321,110,18.61,False,8,824.79
"2025-05-07","CMP-1011","Email",5290,167,25.55,False,10,719.2
"2025-03-19","CMP-1011","Email",5368,172,11.31,False,10,657.02
"2025-05-24","CMP-1011","Email",4760,125,19.36,False,6,329.76
"2025-03-29","CMP-1011","Email",4453,161,19.45,False,10,836.79
"2025-01-30","CMP-1011","Email",6353,162,26.41,False,16,1518.17
"2025-03-31","CMP-1011","Email",6151,199,24.16,False,23,2213.07
"2025-05-01","CMP-1011","Email",4361,117,1105.5,False,5,436.66
"2025-03-26","CMP-1011","Email",5662,192,13.87,False,8,841.44
"2025-02-22","CMP-1011","Email",5429,150,27.16,False,9,1082.67
"2025-05-12","CMP-1011","Email",6365,200,37.16,False,17,2036.41
"2025-05-08","CMP-1011","Email",4320,104,16.74,False,6,636.48
"2025-02-25","CMP-1011","Email",2443,76,11.21,False,5,417.25
"2025-03-18","CMP-1011","Email",4202,155,19.99,False,11,1263.1
"2025-01-19","CMP-1011","Email",4489,159,17.17,False,10,712.86
"2025-04-04","CMP-1011","Email",6633,214,31.56,False,14,919.25
"2025-04-14","CMP-1011","Email",4476,83,15.07,False,2,108.85
"2025-02-26","CMP-1011","Email",4907,140,18.94,False,8,623.86
"2025-01-27","CMP-1011","Email",5458,149,16.24,False,9,856.29
"2025-03-14","CMP-1011","Email",2828,68,7.78,False,8,486.73
"2025-02-12","CMP-1011","Email",4859,164,30.44,False,12,1119.06
"2025-02-17","CMP-1011","Email",5339,160,10.53,False,6,695.71
"2025-05-06","CMP-1011","Email",6328,114,21.94,False,10,1093.84
"2025-05-22","CMP-1011","Email",4806,102,7.55,False,8,578.83
"2025-05-26","CMP-1011","Email",6038,190,26.83,False,8,1222.52
"2025-03-10","CMP-1011","Email",3024,68,9.63,False,11,1283.49
"2025-05-31","CMP-1011","Email",3852,137,17.24,False,9,1043.73
"2025-04-06","CMP-1011","Email",3314,112,7.75,False,9,411.83
"2025-03-06","CMP-1011","Email",5798,110,10.95,False,5,386.19
"2025-02-02","CMP-1011","Email",4390,138,27.1,False,6,339.98
"2025-05-28","CMP-1011","Email",5636,101,17.65,False,3,195.66
"2025-05-03","CMP-1011","Email",4549,210,29.05,False,12,970.51
"2025-01-17","CMP-1011","Email",6604,209,23.12,False,12,792.31
"2025-02-07","CMP-1011","Email",4572,183,18.55,False,16,1688.87
"2025-05-02","CMP-1011","Email",4475,132,25.25,False,8,725.74
"2025-03-20","CMP-1011","Email",5967,158,29.97,False,7,506.74
"2025-06-09","CMP-1011","Email",6491,209,16.93,False,20,1916.11
"2025-03-30","CMP-1011","Email",4005,133,26.42,False,8,1035.78
"2025-04-11","CMP-1011","Email",4946,184,17.74,False,4,368.14
"2025-02-19","CMP-1011","Email",5125,147,10.09,False,8,485.18
"2025-04-28","CMP-1011","Email",4412,142,23.71,False,6,548.13
"2025-05-05","CMP-1011","Email",4275,108,11.12,False,14,1577.95
"2025-03-11","CMP-1011","Email",4399,130,10.56,False,4,531.85
"2025-02-03","CMP-1011","Email",4822,140,15.53,False,10,1146.52
"2025-03-21","CMP-1011","Email",5896,184,19.42,False,13,831.4
"2025-04-08","CMP-1011","Email",4405,123,10.72,False,11,1098.29
"2025-06-11","CMP-1011","Email",5406,124,14.15,False,6,735.87
"2025-05-30","CMP-1011","Email",5661,158,17.41,False,7,711.48
"2025-04-27","CMP-1011","Email",3755,144,25.76,False,9,1015.72
"2025-05-11","CMP-1011","Email",4240,161,27.62,False,6,446.46
"2025-04-05","CMP-1011","Email",3091,123,22.97,False,7,576.2
"2025-01-24","CMP-1011","Email",6867,286,35.69,False,22,1888.11
"2025-02-24","CMP-1011","Email",4370,169,29.62,False,8,902.25
"2025-04-18","CMP-1011","Email",5495,139,24.29,False,8,905.41
"2025-03-22","CMP-1011","Email",3978,127,21.25,False,13,1181.12
"2025-02-10","CMP-1011","Email",5275,219,38.96,False,8,687.2
"2025-03-02","CMP-1011","Email",2976,67,9.47,False,2,250.37
"2025-02-09","CMP-1011","Email",3991,72,8.78,False,2,197.35
"2025-05-13","CMP-1011","Email",3452,160,25.99,False,2,188.59
"2025-01-21","CMP-1011","Email",4690,100,16.9,False,7,403.27
"2025-04-23","CMP-1011","Email",5804,243,35.58,False,16,1612.18
"2025-04-01","CMP-1011","Email",5104,180,25.9,False,10,1369.82
"2025-06-01","CMP-1011","Email",3368,108,17.13,False,6,511.69
"2025-04-21","CMP-1011","Email",4550,164,13.41,False,12,899.02
"2025-04-12","CMP-1011","Email",3254,137,13.4,False,6,446.55
"2025-03-09","CMP-1011","Email",3692,112,7.48,False,3,391.81
"2025-02-14","CMP-1011","Email",5201,162,21.37,False,7,754.5
"2025-02-01","CMP-1011","Email",3862,89,6.62,False,5,514.98
"2025-04-30","CMP-1011","Email",6005,73,26.72,True,7,902.51
"2025-02-23","CMP-1011","Email",2504,34,4.19,False,2,174.96
"2025-02-16","CMP-1011","Email",4080,89,14.88,False,4,465.08
"2025-05-15","CMP-1011","Email",5582,132,14.63,False,12,1215.89
"2025-03-05","CMP-1011","Email",6084,217,42.97,False,10,1062.41
"2025-04-07","CMP-1011","Email",4215,127,18.21,False,7,436.09
"2025-03-04","CMP-1011","Email",7209,201,23.65,False,7,355.29
"2025-03-25","CMP-1011","Email",5043,120,7.38,False,7,655.22
"2025-03-07","CMP-1011","Email",6267,210,15.88,False,14,1726.11
"2025-04-15","CMP-1011","Email",4601,126,18.97,False,7,627.11
"2025-06-13","CMP-1011","Email",4913,169,19.7,False,13,1497.58
"2025-01-20","CMP-1011","Email",6310,200,17.43,False,17,810.59
"2025-05-17","CMP-1011","Email",3515,103,19.91,False,6,403.83
"2025-03-01","CMP-1011","Email",3691,115,12.95,False,9,718.22
"2025-06-08","CMP-1011","Email",3625,64,10.76,False,3,395.93
"2025-05-21","CMP-1011","Email",4430,154,28.06,False,14,1406.89
"2025-04-13","CMP-1011","Email",4390,162,21.93,False,10,1127.76
"2025-05-18","CMP-1011","Email",5353,166,19.65,False,15,907.66
"2025-05-04","CMP-1011","Email",3942,132,16.99,False,11,830.44
"2025-06-07","CMP-1011","Email",3399,97,8.1,False,8,378.75
"2025-06-03","CMP-1011","Email",6154,162,9.2,False,8,903.21
"2025-02-08","CMP-1011","Email",4109,71,5.13,False,4,406.0
"2025-02-13","CMP-1011","Email",6064,153,10.83,False,13,980.56
"2025-05-23","CMP-1011","Email",4153,82,12.32,False,2,154.14
"2025-06-10","CMP-1011","Email",5696,165,31.39,False,11,1274.2
"2025-05-09","CMP-1011","Email",5976,134,15.58,False,5,418.89
"2025-04-09","CMP-1011","Email",5442,197,27.83,False,10,1234.88
"2025-05-25","CMP-1011","Email",2939,101,13.09,False,5,585.18
"2025-04-16","CMP-1011","Email",5923,193,35.43,False,17,1340.43
"2025-05-14","CMP-1011","Email",4977,225,28.41,False,20,3151.04
"2025-06-14","CMP-1011","Email",4483,157,28.58,False,7,599.13
"2025-02-15","CMP-1011","Email",3806,130,19.97,False,9,901.04
"2025-04-26","CMP-1011","Email",4244,139,10.03,False,8,614.52
"2025-01-28","CMP-1011","Email",3834,96,16.25,False,4,208.42
"2025-03-16","CMP-1011","Email",3294,96,6.99,False,6,487.7
"2025-04-17","CMP-1011","Email",4564,174,23.66,False,8,527.92
"2025-01-22","CMP-1011","Email",5572,237,20.51,False,17,2254.66
"2025-04-03","CMP-1011","Email",5668,178,26.72,False,10,965.76
"2025-03-08","CMP-1011","Email",3534,114,17.97,False,6,539.91
"2025-05-20","CMP-1011","Email",2164,94,6.27,False,14,1723.48
"2025-01-29","CMP-1011","Email",4141,161,19.64,False,11,1101.92
"2025-02-06","CMP-1011","Email",5764,109,15.41,False,12,985.28
"2025-03-24","CMP-1011","Email",3442,140,19.05,False,6,541.37
"2025-01-26","CMP-1011","Email",4552,178,20.76,False,10,1224.64
"2025-02-21","CMP-1011","Email",6742,135,7.42,False,18,1665.26
"2025-04-02","CMP-1011","Email",6969,192,22.53,False,12,718.22
"2025-04-20","CMP-1011","Email",3308,85,11.81,False,3,230.11
"2025-03-03","CMP-1011","Email",5396,169,22.18,False,10,848.45
"2025-05-16","CMP-1011","Email",5053,130,24.07,False,11,730.95
"2025-01-16","CMP-1011","Email",5374,231,31.24,False,11,1240.93
"2025-02-05","CMP-1011","Email",4350,133,25.54,False,6,389.26
"2025-01-19","CMP-1012","Display",5934,26,10.92,False,0,0.0
"2025-02-08","CMP-1012","Display",4283,13,5.2,False,0,0.0
"2025-02-03","CMP-1012","Display",5920,11,4.71,False,1,80.85
"2025-01-20","CMP-1012","Display",7621,23,18.02,False,0,0.0
"2025-01-23","CMP-1012","Display",6097,22,13.54,False,0,0.0
"2025-01-25","CMP-1012","Display",4767,18,7.58,False,0,0.0
"2025-02-17","CMP-1012","Display",5727,23,11.03,False,0,0.0
"2025-03-08","CMP-1012","Display",6334,31,20.11,False,0,0.0
"2025-04-11","CMP-1012","Display",7696,36,25.31,False,0,0.0
"2025-02-02","CMP-1012","Display",4115,14,12.83,False,0,0.0
"2025-01-29","CMP-1012","Display",7742,38,31.65,False,0,0.0
"2025-03-15","CMP-1012","Display",2822,12,8.0,False,0,0.0
"2025-01-18","CMP-1012","Display",4381,7,4.59,False,0,0.0
"2025-04-02","CMP-1012","Display",5039,19,13.63,False,0,0.0
"2025-02-28","CMP-1012","Display",7518,18,8.34,False,2,112.1
"2025-04-14","CMP-1012","Display",2823,11,10.74,False,0,0.0
"2025-03-11","CMP-1012","Display",6901,37,29.3,False,1,82.23
"2025-03-19","CMP-1012","Display",5967,21,15.57,False,0,0.0
"2025-02-12","CMP-1012","Display",5407,25,26.07,False,0,0.0
"2025-02-01","CMP-1012","Display",4229,14,8.96,False,0,0.0
"2025-03-25","CMP-1012","Display",6870,36,28.52,False,1,56.5
"2025-02-24","CMP-1012","Display",4931,23,10.28,False,0,0.0
"2025-04-04","CMP-1012","Display",8334,32,16.11,False,0,0.0
"2025-03-12","CMP-1012","Display",3352,14,14.3,False,0,0.0
"2025-03-23","CMP-1012","Display",4856,10,10.49,False,0,0.0
"2025-03-04","CMP-1012","Display",9543,37,34.11,False,0,0.0
"2025-03-06","CMP-1012","Display",6454,17,9.6,False,0,0.0
"2025-03-14","CMP-1012","Display",5577,22,12.51,False,0,0.0
"2025-03-24","CMP-1012","Display",6239,32,15.17,False,0,0.0
"2025-01-30","CMP-1012","Display",6262,24,20.3,False,0,0.0
"2025-03-30","CMP-1012","Display",4809,25,10.05,False,0,0.0
"2025-02-26","CMP-1012","Display",7249,18,12.81,False,1,115.94
"2025-03-16","CMP-1012","Display",4878,29,12.87,False,0,0.0
"2025-02-20","CMP-1012","Display",6169,26,12.7,False,0,0.0
"2025-04-15","CMP-1012","Display",8267,23,19.2,False,0,0.0
"2025-02-23","CMP-1012","Display",6123,30,32.67,False,0,0.0
"2025-01-21","CMP-1012","Display",6377,27,26.07,False,0,0.0
"2025-04-01","CMP-1012","Display",6907,33,22.81,False,0,0.0
"2025-02-25","CMP-1012","Display",5450,19,13.7,False,0,0.0
"2025-04-09","CMP-1012","Display",4802,14,14.27,False,0,0.0
"2025-02-21","CMP-1012","Display",7889,31,34.07,False,0,0.0
"2025-03-13","CMP-1012","Display",7981,42,26.41,False,0,0.0
"2025-01-26","CMP-1012","Display",4901,19,13.78,False,0,0.0
"2025-03-05","CMP-1012","Display",7805,37,39.95,False,0,0.0
"2025-03-21","CMP-1012","Display",7317,26,26.36,False,0,0.0
"2025-03-02","CMP-1012","Display",4312,16,10.6,False,0,0.0
"2025-01-27","CMP-1012","Display",7916,28,27.67,False,0,0.0
"2025-02-10","CMP-1012","Display",6446,40,38.87,False,0,0.0
"2025-01-28","CMP-1012","Display",5041,10,5.09,False,0,0.0
"2025-04-03","CMP-1012","Display",8200,43,20.35,False,0,0.0
"2025-03-26","CMP-1012","Display",7193,26,22.46,False,0,0.0
"2025-02-14","CMP-1012","Display",4667,12,6.68,False,0,0.0
"2025-03-31","CMP-1012","Display",6057,20,20.38,False,0,0.0
"2025-03-10","CMP-1012","Display",5581,19,17.23,False,0,0.0
"2025-02-04","CMP-1012","Display",5210,25,11.18,False,0,0.0
"2025-02-11","CMP-1012","Display",7189,28,12.7,False,0,0.0
"2025-03-28","CMP-1012","Display",6441,21,19.18,False,1,83.58
"2025-01-24","CMP-1012","Display",7292,28,24.69,False,0,0.0
"2025-02-05","CMP-1012","Display",8262,27,28.19,False,0,0.0
"2025-03-29","CMP-1012","Display",3657,27,24.74,False,1,81.28
"2025-03-03","CMP-1012","Display",7155,35,31.47,False,1,63.32
"2025-03-17","CMP-1012","Display",8105,31,12.84,False,0,0.0
"2025-01-16","CMP-1012","Display",5623,10,7.85,False,0,0.0
"2025-04-06","CMP-1012","Display",5993,16,12.87,False,0,0.0
"2025-02-13","CMP-1012","Display",5359,8,8.69,False,0,0.0
"2025-02-15","CMP-1012","Display",5421,22,23.92,False,0,0.0
"2025-02-09","CMP-1012","Display",3104,10,6.72,False,0,0.0
"2025-03-09","CMP-1012","Display",4289,10,9.89,False,0,0.0
"2025-01-15","CMP-1012","Display",8684,42,28.92,False,0,0.0
"2025-02-22","CMP-1012","Display",3322,16,17.35,False,0,0.0
"2025-02-18","CMP-1012","Display",5372,12,5.36,False,0,0.0
"2025-01-31","CMP-1012","Display",6162,11,11.26,False,0,0.0
"2025-03-01","CMP-1012","Display",5475,32,23.07,False,0,0.0
"2025-01-22","CMP-1012","Display",8002,34,32.63,False,0,0.0
"2025-03-18","CMP-1012","Display",5914,26,26.35,False,0,0.0
"2025-02-06","CMP-1012","Display",6054,21,13.79,False,0,0.0
"2025-02-19","CMP-1012","Display",6684,29,10.62,False,0,0.0
"2025-04-07","CMP-1012","Display",4322,22,10.77,False,0,0.0
"2025-04-13","CMP-1012","Display",5126,23,22.62,False,1,48.62
"2025-04-08","CMP-1012","Display",5272,25,18.27,False,0,0.0
"2025-01-17","CMP-1012","Display",6266,11,6.71,False,0,0.0
"2025-03-07","CMP-1012","Display",9029,27,25.68,False,0,0.0
"2025-03-27","CMP-1012","Display",4631,29,22.15,False,0,0.0
"2025-04-10","CMP-1012","Display",5152,19,13.52,False,0,0.0
"2025-03-22","CMP-1012","Display",3703,6,2.79,False,0,0.0
"2025-02-16","CMP-1012","Display",3542,19,10.58,False,0,0.0
"2025-04-12","CMP-1012","Display",5056,24,20.53,False,0,0.0
"2025-04-05","CMP-1012","Display",5494,19,16.47,False,0,0.0
"2025-02-27","CMP-1012","Display",8968,53,50.39,False,0,0.0
"2025-02-07","CMP-1012","Display",6391,45,38.49,False,1,120.86
"2025-03-20","CMP-1012","Display",4031,12,6.38,False,0,0.0
"2025-02-17","CMP-1013","Display",1869,7,5.93,False,1,57.41
"2025-05-23","CMP-1013","Display",2305,3,3.03,False,0,0.0
"2025-05-20","CMP-1013","Display",2442,13,13.14,False,0,0.0
"2025-03-10","CMP-1013","Display",1559,4,2.07,False,0,0.0
"2025-04-13","CMP-1013","Display",1683,7,7.49,False,0,0.0
"2025-01-29","CMP-1013","Display",1970,10,10.79,False,0,0.0
"2025-05-14","CMP-1013","Display",2370,8,3.67,False,0,0.0
"2025-01-31","CMP-1013","Display",1632,2,1.49,False,0,0.0
"2025-04-06","CMP-1013","Display",1586,7,6.89,False,0,0.0
"2025-04-01","CMP-1013","Display",2240,15,5.77,False,0,0.0
"2025-03-20","CMP-1013","Display",1912,7,210.5,False,0,0.0
"2025-03-09","CMP-1013","Display",1353,8,2.94,False,0,0.0
"2025-04-10","CMP-1013","Display",2379,8,3.61,False,0,0.0
"2025-01-24","CMP-1013","Display",3028,16,6.47,False,0,0.0
"2025-04-23","CMP-1013","Display",1916,4,2.76,False,0,0.0
"2025-02-04","CMP-1013","Display",2628,8,2.89,False,0,0.0
"2025-01-27","CMP-1013","Display",2064,10,5.87,False,0,0.0
"2025-03-26","CMP-1013","Display",2843,12,10.06,False,0,0.0
"2025-04-30","CMP-1013","Display",2112,11,4.37,False,0,0.0
"2025-06-03","CMP-1013","Display",2126,8,7.93,False,0,0.0
"2025-05-16","CMP-1013","Display",1918,12,4.68,False,0,0.0
"2025-02-10","CMP-1013","Display",1772,3,2.34,False,0,0.0
"2025-02-08","CMP-1013","Display",1277,4,3.6,False,0,0.0
"2025-02-23","CMP-1013","Display",1482,9,7.67,False,0,0.0
"2025-06-10","CMP-1013","Display",2120,11,8.17,False,0,0.0
"2025-04-07","CMP-1013","Display",1944,5,4.26,False,0,0.0
"2025-01-21","CMP-1013","Display",2227,14,9.28,False,0,0.0
"2025-03-12","CMP-1013","Display",2026,12,10.24,False,0,0.0
"2025-06-01","CMP-1013","Display",1966,11,10.59,False,0,0.0
"2025-02-06","CMP-1013","Display",2131,5,4.4,False,0,0.0
"2025-03-13","CMP-1013","Display",1899,7,4.37,False,0,0.0
"2025-02-13","CMP-1013","Display",1834,10,8.72,False,0,0.0
"2025-05-19","CMP-1013","Display",2065,3,3.13,False,0,0.0
"2025-03-01","CMP-1013","Display",1471,14,13.62,False,0,0.0
"2025-03-21","CMP-1013","Display",2368,12,6.51,False,0,0.0
"2025-02-09","CMP-1013","Display",1906,4,3.61,False,0,0.0
"2025-01-25","CMP-1013","Display",1427,6,5.74,False,0,0.0
"2025-03-04","CMP-1013","Display",1983,5,2.03,False,0,0.0
"2025-06-13","CMP-1013","Display",1948,13,13.88,False,0,0.0
"2025-03-17","CMP-1013","Display",2009,14,8.91,False,0,0.0
"2025-04-12","CMP-1013","Display",1623,11,6.47,False,0,0.0
"2025-05-01","CMP-1013","Display",2450,10,4.54,False,0,0.0
"2025-05-04","CMP-1013","Display",1479,2,1.11,False,0,0.0
"2025-04-15","CMP-1013","Display",1977,5,2.42,False,0,0.0
"2025-05-06","CMP-1013","Display",2533,9,5.9,False,1,107.73
"2025-04-18","CMP-1013","Display",2473,8,8.59,False,0,0.0
"2025-05-26","CMP-1013","Display",2274,8,7.8,False,0,0.0
"2025-03-08","CMP-1013","Display",1231,4,3.82,False,1,54.22
"2025-03-23","CMP-1013","Display",1496,8,3.04,False,0,0.0
"2025-01-26","CMP-1013","Display",2384,7,6.5,False,0,0.0
"2025-06-09","CMP-1013","Display",2348,6,5.81,False,0,0.0
"2025-04-08","CMP-1013","Display",2509,14,15.07,False,0,0.0
"2025-05-29","CMP-1013","Display",2184,9,7.81,False,0,0.0
"2025-02-25","CMP-1013","Display",2942,14,10.08,False,0,0.0
"2025-02-18","CMP-1013","Display",1801,8,3.0,False,0,0.0
"2025-02-15","CMP-1013","Display",1508,6,6.13,False,0,0.0
"2025-05-15","CMP-1013","Display",2888,16,16.33,False,0,0.0
"2025-05-07","CMP-1013","Display",2776,7,5.35,False,0,0.0
"2025-01-15","CMP-1013","Display",2626,12,8.04,False,0,0.0
"2025-04-25","CMP-1013","Display",2394,16,15.81,False,0,0.0
"2025-01-18","CMP-1013","Display",1850,9,6.31,False,0,0.0
"2025-05-24","CMP-1013","Display",2267,10,4.02,False,0,0.0
"2025-05-08","CMP-1013","Display",1993,8,7.63,False,0,0.0
"2025-04-04","CMP-1013","Display",2197,15,7.59,False,0,0.0
"2025-02-27","CMP-1013","Display",1922,18,16.35,False,0,0.0
"2025-05-09","CMP-1013","Display",2328,8,8.71,False,0,0.0
"2025-03-11","CMP-1013","Display",2650,9,3.86,False,0,0.0
"2025-01-22","CMP-1013","Display",2064,8,5.03,False,0,0.0
"2025-03-31","CMP-1013","Display",2548,9,5.18,False,0,0.0
"2025-02-24","CMP-1013","Display",2131,8,6.64,False,0,0.0
"2025-06-06","CMP-1013","Display",2263,5,4.84,False,0,0.0
"2025-04-05","CMP-1013","Display",1969,17,12.78,False,0,0.0
"2025-05-10","CMP-1013","Display",1057,4,2.76,False,0,0.0
"2025-03-15","CMP-1013","Display",1715,8,4.76,False,0,0.0
"2025-04-21","CMP-1013","Display",2889,12,7.46,False,0,0.0
"2025-01-16","CMP-1013","Display",1877,6,2.12,False,0,0.0
"2025-04-24","CMP-1013","Display",3340,22,15.79,False,0,0.0
"2025-05-22","CMP-1013","Display",2254,4,2.18,False,0,0.0
"2025-05-21","CMP-1013","Display",1514,4,3.68,False,0,0.0
"2025-03-07","CMP-1013","Display",3066,8,4.6,False,0,0.0
"2025-05-25","CMP-1013","Display",1743,5,2.93,False,0,0.0
"2025-05-13","CMP-1013","Display",1481,4,2.81,False,0,0.0
"2025-01-23","CMP-1013","Display",2255,12,8.87,False,0,0.0
"2025-03-05","CMP-1013","Display",1991,9,7.79,False,1,77.03
"2025-05-31","CMP-1013","Display",1889,5,4.13,False,0,0.0
"2025-02-21","CMP-1013","Display",1604,11,4.22,False,0,0.0
"2025-05-05","CMP-1013","Display",1405,11,10.82,False,0,0.0
"2025-03-28","CMP-1013","Display",1836,11,8.22,False,0,0.0
