date,campaign_id,channel,impressions,clicks,spend,conversions,revenue
2025-03-13,CMP-1019,Organic Social,3591,35,0.0,0,0.0
2025-04-21,CMP-1000,Paid Search,2331,89,96.84,4,299.43
2025-04-27,CMP-1014,Display,1093,9,6.84,0,0.0
2025-03-13,CMP-1010,Email,1454,44,5.11,5,299.06
2025-09-12,CMP-1008,Email,1682,66,8.84,4,340.77
2025-05-03,CMP-1017,Affiliate,567,4,4.19,0,0.0
2025-03-05,CMP-1007,Paid Social,4235,35,27.97,1,85.77
2025-07-12,CMP-1019,Organic Social,3201,71,0.0,3,148.91
2025-03-25,CMP-1012,Display,6870,36,28.52,1,56.5
2025-05-29,CMP-1020,Organic Social,2695,25,0.0,0,0.0
2025-07-22,CMP-1016,Affiliate,818,23,20.27,2,138.94
2025-04-04,CMP-1007,Paid Social,3731,32,23.54,4,281.59
2025-05-23,CMP-1015,Affiliate,7630,106,63.56,2,281.39
2025-07-21,CMP-1019,Organic Social,2839,59,0.0,0,0.0
2025-02-17,CMP-1000,Paid Search,1676,93,135.11,9,999.34
2025-03-27,CMP-1010,Email,1551,49,8.26,3,193.41
2025-05-13,CMP-1019,Organic Social,3399,73,0.0,1,91.91
2025-04-29,CMP-1010,Email,1179,43,4.5,4,334.33
2025-01-17,CMP-1011,Email,6604,209,23.12,12,792.31
2025-04-25,CMP-1009,Email,1253,14,0.95,1,52.36
2025-05-09,CMP-1011,Email,5976,134,15.58,5,418.89
2025-08-09,CMP-1014,Display,1410,13,12.23,1,58.31
2025-04-26,CMP-1013,Display,1712,7,4.36,0,0.0
2025-04-03,CMP-1008,Email,1199,31,5.53,0,0.0
2025-04-28,CMP-1009,Email,1348,49,9.12,1,95.56
2025-07-20,CMP-1006,Paid Social,1232,20,14.82,0,0.0
2025-07-23,CMP-1020,Organic Social,4561,72,0.0,2,192.85
2025-05-14,CMP-1020,Organic Social,4540,79,0.0,1,72.76
2025-04-19,CMP-1010,Email,927,30,3.28,1,78.04
2025-05-26,CMP-1020,Organic Social,4078,80,0.0,1,78.33
2025-05-28,CMP-1014,Display,1706,5,3.57,0,0.0
2025-04-25,CMP-1013,Display,2394,16,15.81,0,0.0
2025-03-18,CMP-1019,Organic Social,3835,86,0.0,3,276.14
2025-05-22,CMP-1001,PPC,3358,105,99.71,6,486.35
2025-04-15,CMP-1000,Paid Search,2718,100,219.24,4,437.22
2025-09-08,CMP-1008,Email,1571,36,4.81,1,98.41
2025-03-21,CMP-1013,Display,2368,12,6.51,0,0.0
2025-03-17,CMP-1012,Display,8105,31,12.84,0,0.0
2025-03-08,CMP-1017,Affiliate,577,14,10.57,0,0.0
2025-04-18,CMP-1015,Affiliate,9501,168,193.41,5,682.52
2025-05-02,CMP-1004,Paid Social,2031,26,39.37,1,100.38
2025-05-27,CMP-1002,Paid Search,1057,66,59.52,3,308.44
2025-05-21,CMP-1004,Paid Social,1358,18,23.8,2,210.49
2025-07-03,CMP-1008,Email,1741,65,11.22,2,227.03
2025-07-27,CMP-1019,Organic Social,2558,49,0.0,0,0.0
2025-04-16,CMP-1001,Paid Search,2967,125,186.3,4,450.93
2025-04-20,CMP-1013,Display,1445,4,1.82,0,0.0
2025-06-20,CMP-1020,Organic Social,3120,69,0.0,0,0.0
2025-05-28,CMP-1015,Affiliate,7510,139,132.36,9,1541.27
2025-07-30,CMP-1020,Organic Social,3654,74,0.0,1,78.15
2025-04-11,CMP-1011,e-mail,4946,184,17.74,4,368.14
2025-03-12,CMP-1007,Paid Social,3625,32,52.37,1,66.1
2025-08-26,CMP-1003,Paid Search,1943,111,136.38,6,407.14
2025-10-09,CMP-1017,Affiliate,779,15,9.92,0,0.0
2025-08-12,CMP-1014,Display,1426,4,1.68,0,0.0
2025-03-16,CMP-1009,Email,892,40,2.1,6,755.37
2025-01-20,CMP-1013,Display,2316,15,13.23,1,62.73
2025-07-19,CMP-1002,Paid Search,916,25,22.96,1,88.92
2025-07-21,CMP-1003,Paid Search,1410,70,111.37,6,919.56
2025-02-20,CMP-1002,Paid Search,1187,48,78.09,7,420.9
2025-04-16,CMP-1003,Paid Search,1326,85,184.67,6,696.8
2025-03-16,CMP-1012,Display,4878,29,12.87,0,0.0
2025-09-06,CMP-1003,Paid Search,1207,56,100.81,8,973.52
2025-04-21,CMP-1018,organic social,5295,120,0.0,0,0.0
2025-01-19,CMP-1011,Email,4489,159,17.17,10,712.86
2025-03-05,CMP-1014,Display,1230,6,5.7,0,0.0
2025-05-29,CMP-1001,Paid Search,4078,152,271.82,5,352.04
2025-05-05,CMP-1020,Organic Social,3409,68,0.0,1,65.66
2025-01-29,CMP-1011,Email,4141,161,19.64,11,1101.92
2025-08-21,CMP-1004,Paid Social,1375,13,10.55,0,0.0
2025-02-27,CMP-1013,Display,1922,18,16.35,0,0.0
2025-08-24,CMP-1016,Affiliate,605,13,11.04,0,0.0
2025-05-04,CMP-1003,Paid Search,1108,51,124.7,2,166.3
2025-04-29,CMP-1018,Organic Social,3217,46,0.0,0,0.0
2025-05-14,CMP-1016,Affiliate,886,17,11.84,2,206.19
2025-05-27,CMP-1000,Paid Search,2874,137,,8,534.3
2025-08-27,CMP-1003,Paid Search,1420,107,126.9,4,275.78
2025-04-21,CMP-1003,Paid Search,1376,44,54.3,5,460.4
2025-09-11,CMP-1017,Affiliate,633,14,14.02,0,0.0
2025-05-31,CMP-1011,Email,3852,137,17.24,9,1043.73
2025-08-21,CMP-1017,Affiliate,595,17,16.4,0,0.0
2025-03-24,CMP-1009,Email,1335,18,2.76,0,0.0
2025-03-10,CMP-1011,Email,3024,68,9.63,11,1283.49
2025-06-29,CMP-1019,Organic Social,2469,48,0.0,0,0.0
2025-07-22,CMP-1002,Paid Search,727,37,53.48,2,127.19
2025-10-16,CMP-1008,Email,1419,38,7.28,2,157.09
2025-03-30,CMP-1005,Paid Social,5564,83,92.76,0,0.0
2025-07-22,CMP-1014,Display,1379,4,3.65,0,0.0
2025-09-21,CMP-1019,Organic Social,2657,55,0.0,0,0.0
2025-06-19,CMP-1002,Paid Search,809,36,56.07,2,186.26
2025-05-24,CMP-1003,Paid Search,1371,60,124.89,4,359.02
2025-09-18,CMP-1008,Email,987,32,2.19,2,214.48
2025-03-23,CMP-1012,Display,4856,10,10.49,0,0.0
2025-06-10,CMP-1018,Organic Social,6075,75,0.0,0,0.0
2025-04-25,CMP-1000,Paid Search,2324,113,112.22,2,163.26
2025-07-28,CMP-1008,Email,1035,30,2.34,1,125.32
2025-04-15,CMP-1012,Display,8267,23,19.2,0,0.0
2025-05-09,CMP-1017,Affiliate,629,10,7.27,0,0.0
2025-02-08,CMP-1007,Paid Social,3117,40,58.71,1,62.56
2025-08-31,CMP-1019,Organic Social,2986,50,0.0,1,101.25
2025-07-27,CMP-1020,Organic Social,2394,29,0.0,0,0.0
2025-07-03,CMP-1006,Paid Social,948,16,26.34,0,0.0
2025-09-02,CMP-1003,Paid Search,1068,51,106.02,1,128.27
2025-05-21,CMP-1017,Affiliate,926,28,13.26,4,534.68
2025-06-30,CMP-1003,Paid Search,1506,87,196.41,8,703.02
2025-04-03,CMP-1005,Paid Social,7601,95,86.59,3,168.57
2025-08-25,CMP-1020,Organic Social,4127,72,0.0,1,91.83
2025-04-03,CMP-1015,Affiliate,6613,163,164.44,2,196.26
2025-05-08,CMP-1001,Paid Search,3971,174,173.78,8,913.01
2025-03-26,CMP-1012,Display,7193,26,22.46,0,0.0
2025-06-03,CMP-1002,Paid Search,981,38,37.88,2,143.17
2025-08-01,CMP-1016,Affiliate,981,30,17.45,1,60.24
2025-10-12,CMP-1004,Paid Social,1216,20,29.01,0,0.0
2025-09-25,CMP-1019,Organic Social,4298,59,0.0,1,86.22
2025-04-25,CMP-1014,Display,1286,4,2.75,0,0.0
2025-04-10,CMP-1019,organic social,3899,65,0.0,3,196.44
2025-10-27,CMP-1004,Paid Social,1923,14,18.28,0,0.0
2025-05-23,CMP-1016,Affiliate,953,22,17.5,1,111.73
2025-06-04,CMP-1011,Email,6432,193,30.3,9,1120.05
2025-05-02,CMP-1003,Paid Search,1305,60,89.01,3,227.24
2025-06-16,CMP-1019,Organic Social,4067,95,0.0,1,92.27
2025-07-08,CMP-1006,Paid Social,1644,17,9.54,1,75.67
2025-03-09,CMP-1011,Email,3692,112,7.48,3,391.81
2025-05-01,CMP-1019,Organic Social,4161,71,0.0,2,193.72
2025-03-03,CMP-1011,Email,5396,169,22.18,10,848.45
2025-07-08,CMP-1016,Affiliate,684,13,9.11,0,0.0
2025-05-03,CMP-1016,Affiliate,726,13,11.86,0,0.0
2025-03-10,CMP-1006,Paid Social,1131,10,10.2,0,0.0
2025-06-03,CMP-1004,Paid Social,1620,21,12.17,0,0.0
2025-10-22,CMP-1004,Paid Social,1151,9,14.64,0,0.0
2025-07-06,CMP-1003,Paid Search,887,38,71.72,3,309.51
2025-04-18,CMP-1010,Email,1522,18,3.03,1,98.11
2025-04-16,CMP-1020,Organic Social,3527,69,0.0,4,152.18
2025-08-04,CMP-1003,Paid Search,1253,37,92.66,4,424.34
2025-08-10,CMP-1000,Paid Search,1554,104,196.14,10,1356.47
2025-02-12,CMP-1016,Affiliate,1190,18,12.48,0,0.0
2025-04-18,CMP-1017,Affiliate,648,11,8.81,1,81.58
2025-05-10,CMP-1015,Affiliate,6408,149,110.73,6,664.26
2025-02-20,CMP-1012,Display,6169,26,12.7,0,0.0
2025-08-16,CMP-1020,Organic Social,2186,40,0.0,0,0.0
2025-05-29,CMP-1013,Display,2184,9,7.81,0,0.0
2025-05-01,CMP-1003,Paid Search,998,15,20.69,0,0.0
2025-04-06,CMP-1016,Affiliate,560,10,11.6,0,0.0
2025-05-20,CMP-1019,Organic Social,3351,70,0.0,2,116.95
2025-05-18,CMP-1014,Display,1307,4,2.87,0,0.0
2025-03-29,CMP-1018,Organic Social,2971,32,0.0,1,74.66
2025-05-06,CMP-1006,Paid Social,1756,35,46.83,2,190.06
2025-08-11,CMP-1020,Organic Social,3269,45,0.0,2,115.64
2025-04-29,CMP-1011,Email,6231,231,26.52,20,1396.54
2025-02-20,CMP-1018,Organic Social,3618,94,0.0,2,94.59
2025-05-27,CMP-1013,Display,2465,5,2.58,0,0.0
2025-07-20,CMP-1002,Paid Search,816,16,38.33,0,0.0
2025-04-15,CMP-1011,Email,4601,126,18.97,7,627.11
2025-05-02,CMP-1010,Email,1515,50,6.12,4,497.0
2025-03-29,CMP-1019,organic social,3620,98,0.0,2,204.05
2025-04-24,CMP-1013,Display,3340,22,15.79,0,0.0
2025-04-11,CMP-1010,Email,1485,33,5.5,3,342.57
2025-01-20,CMP-1012,Display,7621,23,18.02,0,0.0
2025-01-15,CMP-1018,Organic Social,5406,104,0.0,2,218.67
2025-08-15,CMP-1008,Email,1314,49,7.0,8,874.66
2025-07-17,CMP-1019,Organic Social,3649,78,0.0,0,0.0
2025-02-03,CMP-1002,Paid Search,903,46,42.29,2,241.79
2025-03-24,CMP-1019,Organic Social,3283,81,0.0,1,75.61
2025-06-12,CMP-1000,Paid Search,2518,92,169.66,9,1335.4
2025-04-11,CMP-1007,Paid Social,3228,30,48.67,0,0.0
2025-01-24,CMP-1016,Affiliate,973,19,11.39,1,98.93
2025-06-12,CMP-1017,Affiliate,678,15,15.89,1,95.5
2025-02-26,CMP-1011,Email,4907,140,18.94,8,623.86
2025-07-21,CMP-1017,Affiliate,664,16,6.74,0,0.0
2025-03-25,CMP-1016,Affiliate,839,17,7.03,0,0.0
2025-03-23,CMP-1010,Email,863,35,1.99,0,0.0
2025-04-28,CMP-1018,Organic Social,4418,74,0.0,0,0.0
2025-03-19,CMP-1007,Paid Social,3874,51,36.09,3,226.18
2025-02-27,CMP-1009,Email,1131,32,5.69,2,243.54
2025-04-21,CMP-1007,Paid Social,2350,40,28.2,0,0.0
2025-04-06,CMP-1011,Email,3314,112,7.75,9,411.83
2025-02-07,CMP-1002,Paid Search,1263,53,118.32,3,215.43
2025-02-28,CMP-1011,Email,5710,171,23.96,13,1515.99
2025-11-09,CMP-1004,Paid Social,1881,17,11.26,0,0.0
2025-08-27,CMP-1004,Paid Social,1858,24,23.29,0,0.0
2025-08-06,CMP-1014,Display,1644,8,3.83,0,0.0
2025-05-29,CMP-1017,Affiliate,728,11,10.29,1,137.91
2025-05-13,CMP-1008,Email,1748,39,7.72,3,284.68
2025-09-05,CMP-1019,Organic Social,2660,8,0.0,0,0.0
2025-05-13,CMP-1006,Paid Social,2130,19,26.64,2,221.12
2025-04-04,CMP-1016,Affiliate,866,32,19.55,2,118.88
2025-04-04,CMP-1005,Paid Social,6379,100,57.96,5,423.96
2025-07-26,CMP-1017,Affiliate,563,12,5.3,1,69.19
2025-01-25,CMP-1018,Organic Social,3304,40,0.0,0,0.0
2025-06-18,CMP-1002,Paid Search,796,34,74.74,1,67.29
2025-06-12,CMP-1016,Affiliate,470,12,5.2,2,167.36
2025-05-20,CMP-1015,Affiliate,6980,114,89.67,7,544.72
2025-03-14,CMP-1000,Paid Search,2783,116,118.32,6,816.25
2025-04-08,CMP-1014,Display,1633,8,6.21,0,0.0
2025-05-07,CMP-1010,Email,1104,31,5.74,2,177.08
2025-05-16,CMP-1016,Affiliate,789,27,23.7,1,80.87
2025-09-20,CMP-1004,Paid Social,1293,17,10.86,1,79.52
2025-06-21,CMP-1000,Paid Search,1685,73,128.65,5,523.78
2025-03-19,CMP-1010,Email,846,18,2.75,2,201.29
2025-02-15,CMP-1019,Organic Social,2711,44,0.0,0,0.0
2025-06-04,CMP-1013,Display Ads,3095,11,11.83,0,0.0
2025-07-24,CMP-1019,Organic Social,3994,75,0.0,1,71.71
2025-06-24,CMP-1009,Email,903,30,2.21,3,170.97
2025-03-06,CMP-1011,Email,5798,110,10.95,5,386.19
2025-04-28,CMP-1017,Affiliate,965,22,15.71,0,0.0
2025-06-07,CMP-1004,Paid Social,1075,19,11.19,0,0.0
2025-05-16,CMP-1009,Email,1124,52,8.32,2,196.52
2025-05-30,CMP-1014,Display,1511,6,3.83,0,0.0
2025-08-10,CMP-1017,Affiliate,546,7,7.92,0,0.0
2025-04-15,CMP-1002,Paid Search,1003,53,122.2,3,266.44
2025-09-05,CMP-1003,Paid Search,1254,58,95.2,3,384.56
2025-04-07,CMP-1010,Email,1050,33,4.03,1,100.41
2025-06-07,CMP-1017,Affiliate,528,13,12.78,1,92.98
2025-05-08,CMP-1014,display ads,1397,8,3.15,0,0.0
2025-04-29,CMP-1006,Paid Social,1527,22,12.66,1,48.28
2025-03-17,CMP-1013,Display,2009,14,8.91,0,0.0
2025-07-08,CMP-1009,Email,1189,26,2.75,3,244.48
2025-07-03,CMP-1016,Affiliate,905,20,23.75,3,198.57
2025-04-18,CMP-1003,Paid Search,1430,32,37.13,3,420.47
2025-09-01,CMP-1019,Organic Social,4903,90,0.0,2,84.0
2025-07-20,CMP-1019,Organic Social,2387,60,0.0,1,58.47
2025-04-28,CMP-1005,Paid Social,7558,61,61.24,1,96.08
2025-02-16,CMP-1019,Organic Social,2835,43,0.0,1,50.02
2025-04-18,CMP-1014,Display,1351,7,5.85,0,0.0
2025-04-26,CMP-1001,Paid Search,2780,96,241.06,0,0.0
2025-04-12,CMP-1006,Paid Social,1089,15,11.37,1,81.34
2025-06-13,CMP-1020,Organic Social,3413,62,0.0,1,85.92
2025-03-30,CMP-1009,Email,917,31,5.9,1,63.75
2025-06-24,CMP-1002,Paid Search,969,48,51.23,4,358.22
2025-07-01,CMP-1014,Display,1364,9,8.73,0,0.0
2025-01-23,CMP-1016,Affiliate,781,11,12.74,0,0.0
2025-05-06,CMP-1003,Paid Search,1171,45,,0,0.0
2025-07-05,CMP-1019,Organic Social,2287,42,0.0,1,87.68
2025-03-12,CMP-1018,Organic Social,3869,80,0.0,0,0.0
2025-08-03,CMP-1017,Affiliate,429,7,7.1,0,0.0
2025-11-24,CMP-1004,Paid Social,2017,12,15.38,0,0.0
2025-05-21,CMP-1013,Display,1514,4,3.68,0,0.0
2025-05-03,CMP-1000,Paid Search,1614,89,124.45,4,590.1
2025-05-16,CMP-1020,Organic Social,3829,91,0.0,1,73.8
2025-02-23,CMP-1019,Organic Social,2272,49,0.0,0,0.0
2025-09-13,CMP-1008,Email,803,30,4.59,2,151.5
2025-01-28,CMP-1011,Email,3834,96,16.25,4,208.42
2025-07-01,CMP-1004,Paid Social,1610,8,11.69,0,0.0
2025-03-11,CMP-1009,Email,1457,20,2.06,3,290.05
2025-05-18,CMP-1001,Paid Search,2586,110,138.12,9,721.91
2025-09-03,CMP-1004,Paid Social,1331,19,17.18,1,100.48
2025-06-11,CMP-1016,Affiliate,825,15,15.71,0,0.0
2025-01-16,CMP-1013,Display,1877,6,2.12,0,0.0
2025-04-05,CMP-1011,Email,3091,123,22.97,7,576.2
2025-09-06,CMP-1016,Affiliate,764,7,3.06,0,0.0
2025-04-23,CMP-1006,Paid Social,1319,13,17.77,0,0.0
2025-06-14,CMP-1019,organic social,3070,70,0.0,2,103.18
2025-04-26,CMP-1004,Paid Social,1471,24,22.82,0,0.0
2025-07-16,CMP-1014,Display,1601,8,7.7,0,0.0
2025-06-04,CMP-1002,Paid Search,1242,57,118.09,3,352.81
2025-02-28,CMP-1016,Affiliate,685,20,19.55,0,0.0
2025-05-08,CMP-1011,Email,4320,104,16.74,6,636.48
2025-04-08,CMP-1013,Display,2509,14,15.07,0,0.0
2025-04-02,CMP-1009,Email,961,19,2.64,3,311.88
2025-08-13,CMP-1016,Affiliate,779,12,12.28,0,0.0
2025-06-17,CMP-1004,Paid Social,1627,23,14.42,0,0.0
2025-04-05,CMP-1005,Paid Social,6470,117,96.74,5,438.26
2025-05-25,CMP-1011,Email,2939,101,13.09,5,585.18
2025-01-21,CMP-1016,Affiliate,850,24,10.84,0,0.0
2025-05-13,CMP-1000,Paid Search,2270,114,271.78,9,1102.68
2025-04-26,CMP-1018,Organic Social,3627,74,0.0,0,0.0
2025-01-17,CMP-1012,Display,6266,11,6.71,0,0.0
2025-03-10,CMP-1012,Display,5581,19,17.23,0,0.0
2025-07-13,CMP-1003,Paid Search,829,7,13.76,0,0.0
2025-05-29,CMP-1014,Display,1838,13,,1,125.92
2025-07-02,CMP-1019,Organic Social,3646,37,0.0,1,83.11
2025-03-12,CMP-1002,Paid Search,919,33,,1,72.13
2025-03-18,CMP-1013,Display,2300,19,18.99,0,0.0
2025-09-13,CMP-1003,Paid Search,1026,57,128.1,4,461.65
2025-03-13,CMP-1011,Email,4542,184,15.21,11,711.81
2025-08-17,CMP-1004,Paid Social,1620,26,19.19,0,0.0
2025-03-18,CMP-1001,Paid Search,4419,224,255.66,12,1072.09
2025-07-05,CMP-1003,Paid Search,817,33,65.03,4,487.67
2025-09-10,CMP-1003,Paid Search,1405,68,143.82,1,83.74
2025-03-09,CMP-1018,Organic Social,3318,42,0.0,0,0.0
2025-04-10,CMP-1013,Display,2379,8,3.61,0,0.0
2025-06-22,CMP-1004,Paid Social,1045,8,5.67,0,0.0
2025-06-19,CMP-1000,Paid Search,2570,76,90.06,6,901.8
2025-10-07,CMP-1008,Email,1360,34,6.23,5,541.34
2025-06-09,CMP-1002,Paid Search,821,16,38.43,0,0.0
2025-05-25,CMP-1016,Affiliate,560,6,5.37,1,78.0
2025-06-15,CMP-1020,Organic Social,2267,35,0.0,3,297.64
2025-05-21,CMP-1003,Paid Search,1284,48,79.07,1,67.45
2025-06-24,CMP-1008,Email,970,14,2.08,0,0.0
2025-05-04,CMP-1000,Paid Search,1340,51,69.14,2,223.08
2025-07-25,CMP-1003,Paid Search,1022,45,80.15,1,116.2
2025-04-27,CMP-1000,Paid Search,1649,56,137.49,5,248.92
2025-03-02,CMP-1019,Organic Social,2595,51,0.0,0,0.0
2025-08-10,CMP-1014,Display,1064,8,3.25,1,113.2
2025-03-29,CMP-1001,Paid Search,3642,152,299.93,10,1084.84
2025-11-09,CMP-1008,Email,1179,33,4.07,4,467.11
2025-04-28,CMP-1000,Paid Search,1880,123,197.4,7,844.95
2025-02-25,CMP-1018,Organic Social,4509,73,0.0,0,0.0
2025-03-17,CMP-1014,Display,1649,5,4.22,0,0.0
2025-04-11,CMP-1017,Affiliate,833,19,22.46,3,265.18
2025-07-28,CMP-1020,Organic Social,3903,65,0.0,0,0.0
2025-07-21,CMP-1008,Email,1122,29,1.85,3,202.59
2025-05-16,CMP-1003,Paid Search,1161,65,91.41,2,168.7
2025-06-12,CMP-1018,Organic Social,4528,66,0.0,0,0.0
2025-05-07,CMP-1006,Paid Social,1552,18,21.63,0,0.0
2025-07-02,CMP-1009,Email,928,12,1.77,1,80.75
2025-08-07,CMP-1004,Paid Social,1221,3,4.8,0,0.0
2025-04-07,CMP-1016,Affiliate,678,16,11.91,3,273.66
2025-04-08,CMP-1018,Organic Social,6173,110,0.0,1,77.29
2025-03-15,CMP-1000,Paid Search,1136,65,158.54,1,80.19
2025-08-04,CMP-1004,Paid Social,1637,24,15.22,1,97.66
2025-08-29,CMP-1004,Paid Social,1840,21,27.55,0,0.0
2025-05-17,CMP-1009,Email,1069,34,5.54,2,145.53
2025-08-21,CMP-1019,Organic Social,3935,76,0.0,1,68.04
2025-05-29,CMP-1019,Organic Social,3445,69,0.0,0,0.0
2025-06-17,CMP-1010,Email,1143,44,3.76,3,334.17
2025-06-30,CMP-1000,Paid Search,3266,169,154.27,9,1241.42
2025-04-24,CMP-1001,Paid Search,3468,171,396.39,9,1140.86
2025-07-14,CMP-1017,Affiliate,821,18,19.58,0,0.0
2025-05-31,CMP-1002,Paid Search,583,16,22.97,1,133.46
2025-03-27,CMP-1016,Affiliate,945,14,7.93,0,0.0
2025-02-02,CMP-1011,Email,4390,138,27.1,6,339.98
2025-04-04,CMP-1014,Display,1604,7,5.95,0,0.0
2025-06-02,CMP-1014,Display,1760,7,6.59,0,0.0
2025-05-06,CMP-1009,Email,1331,26,5.16,0,0.0
2025-02-27,CMP-1012,Display,8968,53,50.39,0,0.0
2025-08-16,CMP-1017,Affiliate,379,0,0.0,0,0.0
2025-11-20,CMP-1008,Email,1731,59,3.21,6,502.94
2025-05-30,CMP-1004,Paid Social,1551,11,12.13,0,0.0
2025-07-04,CMP-1000,Paid Search,2497,133,167.64,6,930.58
2025-03-19,CMP-1019,Organic-Social,2852,68,0.0,2,113.83
2025-05-26,CMP-1016,Affiliate,852,9,6.43,0,0.0
2025-05-29,CMP-1018,Organic Social,4449,51,0.0,0,0.0
2025-05-04,CMP-1019,Organic Social,2545,35,0.0,0,0.0
2025-06-07,CMP-1002,Paid Search,977,31,77.16,2,265.71
2025-04-25,CMP-1017,Affiliate,757,13,14.09,2,199.23
2025-05-07,CMP-1011,Email,5290,167,25.55,10,719.2
2025-04-07,CMP-1014,Display,1614,8,7.96,0,0.0
2025-07-09,CMP-1014,Display,1252,5,4.72,0,0.0
2025-10-08,CMP-1004,Paid Social,1228,15,,0,0.0
2025-02-25,CMP-1016,Affiliate,822,14,6.27,2,155.03
2025-03-31,CMP-1009,Email,1837,64,12.26,4,469.19
2025-07-21,CMP-1000,Paid Search,2368,116,164.79,7,606.08
2025-04-14,CMP-1017,Affiliate,809,15,8.76,0,0.0
2025-07-02,CMP-1000,Paid Search,2929,158,174.94,7,644.94
2025-03-04,CMP-1005,Paid Social,8715,91,81.28,0,0.0
2025-04-08,CMP-1006,Paid Social,2132,9,6.85,1,64.58
2025-05-28,CMP-1009,Email,1353,43,7.97,4,347.15
2025-04-30,CMP-1014,Display,1761,9,9.88,0,0.0
2025-07-26,CMP-1016,Affiliate,625,14,9.64,2,152.03
2025-05-23,CMP-1018,Organic Social,4047,73,0.0,2,119.99
2025-04-16,CMP-1004,Paid Social,1432,16,22.32,0,0.0
2025-05-11,CMP-1008,Email,514,16,3.2,3,204.16
2025-05-10,CMP-1006,Paid Social,1773,27,21.39,0,0.0
2025-07-27,CMP-1014,Display,796,7,5.3,0,0.0
2025-04-23,CMP-1016,Affiliate,810,18,10.83,0,0.0
2025-01-27,CMP-1016,Affiliate,545,10,9.13,1,107.27
2025-03-04,CMP-1014,Display,1738,8,6.87,0,0.0
2025-05-25,CMP-1009,Email,1060,42,5.12,3,333.64
2025-07-04,CMP-1017,Affiliate,950,12,8.23,0,0.0
2025-04-21,CMP-1009,Email,1003,27,4.23,9,906.31
2025-04-05,CMP-1014,Display Ads,1355,3,1.5,0,0.0
2025-07-16,CMP-1016,Affiliate,594,10,8.29,0,0.0
2025-07-14,CMP-1016,Affiliate,633,9,4.34,0,0.0
2025-02-25,CMP-1000,Paid Search,1969,108,195.57,1,101.2
2025-07-11,CMP-1020,Organic Social,2894,69,0.0,0,0.0
2025-05-27,CMP-1020,Organic Social,3405,61,0.0,0,0.0
2025-05-03,CMP-1009,Email,950,32,,1,53.83
2025-05-01,CMP-1010,Email,1714,54,6.96,0,0.0
2025-07-26,CMP-1019,Organic Social,2979,46,0.0,0,0.0
2025-05-28,CMP-1006,Paid Social,1795,27,24.26,2,105.0
2025-06-22,CMP-1020,Organic Social,2495,50,0.0,0,0.0
2025-04-15,CMP-1007,Paid Social,2766,43,73.21,1,117.1
2025-07-25,CMP-1020,Organic Social,3062,71,0.0,1,59.07
2025-04-30,CMP-1004,Paid Social,1593,21,,0,0.0
2025-08-19,CMP-1008,Email,1518,45,7.92,0,0.0
2025-04-01,CMP-1019,Organic Social,2993,73,0.0,1,53.12
2025-05-06,CMP-1004,Paid Social,1587,16,13.63,1,75.59
2025-03-17,CMP-1017,affiliates,587,19,,1,67.54
2025-04-12,CMP-1012,Display,5056,24,20.53,0,0.0
2025-05-27,CMP-1003,Paid Search,1503,67,159.16,5,357.94
2025-05-24,CMP-1010,Email,1016,26,2.58,0,0.0
2025-02-10,CMP-1018,Organic Social,4039,86,0.0,0,0.0
2025-08-02,CMP-1000,Paid Search,1657,54,74.85,5,685.32
2025-03-02,CMP-1017,Affiliate,554,14,11.62,0,0.0
2025-09-25,CMP-1004,Paid Social,2054,24,37.29,0,0.0
2025-05-12,CMP-1010,Email,1423,52,4.65,2,141.29
2025-02-02,CMP-1007,Paid Social,3233,58,50.36,4,389.46
2025-04-13,CMP-1005,Paid Social,9131,130,213.47,3,210.89
2025-05-09,CMP-1002,Paid Search,1119,37,67.67,0,0.0
2025-08-10,CMP-1003,Paid Search,853,27,48.49,0,0.0
2025-04-10,CMP-1017,Affiliate,988,19,22.04,2,176.49
2025-04-05,CMP-1009,Email,1178,51,8.22,7,508.73
2025-10-27,CMP-1008,Email,1307,37,4.15,2,117.6
2025-10-19,CMP-1008,Email,989,15,,0,0.0
2025-03-29,CMP-1005,Paid Social,5933,49,82.04,2,149.81
2025-03-31,CMP-1013,Display,2548,9,5.18,0,0.0
2025-04-17,CMP-1015,Affiliate,8946,151,99.08,3,355.23
2025-11-03,CMP-1008,Email,2255,71,13.01,8,873.31
2025-02-21,CMP-1016,Affiliate,685,13,14.44,0,0.0
2025-03-09,CMP-1012,Display,4289,10,9.89,0,0.0
2025-07-16,CMP-1019,Organic Social,3092,46,0.0,0,0.0
2025-08-21,CMP-1008,Email,1105,50,4.96,3,310.36
2025-06-20,CMP-1006,Paid Social,2102,28,22.69,2,132.69
2025-03-07,CMP-1011,Email,6267,210,15.88,14,1726.11
2025-03-12,CMP-1010,Email,949,18,3.14,0,0.0
2025-04-07,CMP-1020,Organic Social,2772,41,0.0,0,0.0
2025-04-07,CMP-1001,Paid Search,3415,189,341.66,5,496.61
2025-04-17,CMP-1002,Paid Search,870,45,41.29,4,614.66
2025-03-26,CMP-1016,affiliates,737,14,9.83,1,96.76
2025-03-21,CMP-1012,Display,7317,26,26.36,0,0.0
2025-04-22,CMP-1009,Email,1282,33,5.02,1,68.4
2025-04-26,CMP-1006,Paid Social,1240,14,22.19,1,50.0
2025-03-03,CMP-1007,Paid Social,3556,37,47.99,0,0.0
